major,school,plan,rank
29电子商务,A918黄淮学院,20,198680
17汉语国际教育,D658天津外国语大学滨海外事学院,2,198707
35应用化学(中外合作办学),A543湖南理工学院,2,198714
26国际商务,A469河南牧业经济学院,5,198718
0T化学工程与工艺,B071新乡学院,6,198723
0R焊接技术与工程,A222佳木斯大学,20,198724
0K工程管理,D432赣东学院,1,198738
21机械设计制造及其自动化,A478周口师范学院,2,198760
16数据科学与大数据技术,B439吉林农业科技学院,2,198773
30电子信息科学与技术,A099唐山师范学院,6,198785
B9园艺,A206白城师范学院,2,198790
01计算机科学与技术(校企合作，与青岛英谷教育科技公司合作),E277山东青年政治学院,80,198800
0H人文地理与城乡规划,A738陇东学院,2,198806
21电子商务,D434赣南科技学院,2,198812
0L国际经济与贸易,A758新疆农业大学,20,198816
59商务经济学,A918黄淮学院,10,198834
11药学,C362武汉生物工程学院,2,198838
FA生物工程,A764伊犁师范大学,5,198850
19能源与动力工程,B765河南城建学院,4,198895
0Q阿拉伯语,A748青海民族大学,2,198912
48经济林,C026大连民族大学,3,198916
52翻译(非师范),A753宁夏师范学院,5,198918
H1土木工程(中外合作办学),A489长江大学,13,198924
29信息管理与信息系统,A192吉林化工学院,5,198966
35人力资源管理,D411河北师范大学汇华学院,1,198991
24市场营销,A469河南牧业经济学院,5,199011
F6数据科学与大数据技术,A206白城师范学院,2,199016
0F汽车服务工程,B802黑龙江工程学院,2,199033
0F软件工程,D432赣东学院,2,199042
32园林,A123运城学院,5,199043
31法学,C795南昌理工学院,3,199044
0X食品质量与安全,A812吕梁学院,5,199045
0A医学检验技术,D643广西中医药大学赛恩斯新医药学院,2,199079
36土木工程(中外合作办学),A191吉林建筑大学,4,199115
35广播电视工程,E434山西传媒学院,5,199150
45机器人工程,A548怀化学院,3,199155
05会计学(智能会计方向),D290浙江工商大学杭州商学院,5,199175
0D计算机类,E440贵州理工学院,6,199221
0R机器人工程,A904枣庄学院,25,199226
70物流管理,D744黑河学院,3,199227
0Y食品科学与工程,A738陇东学院,2,199228
28数学与应用数学(师范类),A819呼伦贝尔学院,4,199247
09数据科学与大数据技术,A124忻州师范学院,3,199253
17旅游管理,A099唐山师范学院,5,199280
04汉语言文学,D429南昌大学科学技术学院,2,199285
10计算机科学与技术,C795南昌理工学院,4,199286
01金融工程,E435营口理工学院,2,199291
23测绘工程,B527湖南城市学院,2,199318
01烹饪与营养教育,B552四川旅游学院,8,199329
0E生物技术,B071新乡学院,6,199353
13海洋油气工程,B656广东石油化工学院,3,199371
60智能科学与技术,A101衡水学院,3,199385
19税收学,C689东南大学成贤学院,1,199386
09化学工程与工艺,A235大庆师范学院,8,199404
04机械设计制造及其自动化,D597山西科技学院,2,199424
1C物流工程,E439山东农业工程学院,70,199460
06应用化学,A124忻州师范学院,8,199463
01机械类,E101太原工业学院,13,199481
1P机械电子工程,A455菏泽学院,26,199485
01美术学,A607广西艺术学院,2,199493
72物流工程,B068郑州工程技术学院,3,199513
20市场营销,C689东南大学成贤学院,1,199520
0Y给排水科学与工程,B802黑龙江工程学院,2,199522
21应用化学,A757塔里木大学,12,199548
08机械设计制造及其自动化,B033唐山学院,5,199551
10食品科学与工程,B326信阳农林学院,5,199569
16康复治疗学,C709厦门华厦学院,1,199613
0C农业水利工程,A085河北水利电力学院,5,199616
0Q植物生产类,A667安顺学院,1,199626
3X生物技术(中外合作办学),A193吉林农业大学,8,199628
14酒店管理,E277山东青年政治学院,80,199653
33应用化学,D534山西工学院,6,199668
03电气工程及其自动化,D434赣南科技学院,2,199680
11园林,A812吕梁学院,5,199684
30自动化,A481南阳师范学院,8,199687
10食品科学与工程类,A580肇庆学院,5,199693
26广告学,D262文华学院,2,199722
01工商管理类,A235大庆师范学院,10,199725
69电子信息类,A481南阳师范学院,12,199734
0H人工智能,A904枣庄学院,45,199736
20国际经济与贸易,D636上海外国语大学贤达经济人文学院,2,199781
1G金融工程(校企合作，与山东华仁教育发展有限公司合作),C331山东女子学院,40,199795
13汽车服务工程技术,F203河北科技工程职业技术大学,3,199799
47电子信息工程,A553湖南人文科技学院,4,199801
13化学工程与工艺,D534山西工学院,6,199816
46物联网工程,A918黄淮学院,10,199820
12轨道交通信号与控制,B033唐山学院,5,199835
07审计学,D990南京财经大学红山学院,5,199840
83市场营销,D534山西工学院,6,199854
0N广播电视学(校企合作，与杭州时光坐标影视传媒有限公司合作),C331山东女子学院,45,199865
0Y日语(校企合作，与青软创新科技集团有限公司合作),A453泰山学院,30,199891
H9公共事业管理,D560新疆第二医学院,1,199913
41工商管理类,D675北京理工大学珠海学院,2,199923
03艺术史论,A607广西艺术学院,8,199941
1A电子商务,B071新乡学院,5,199944
03翻译,D588重庆外语外事学院,2,199945
06市场营销,B825桂林航天工业学院,2,199947
24国际经济与贸易,D434赣南科技学院,2,199983
32生物技术,D744黑河学院,3,199989
10国际经济与贸易,D658天津外国语大学滨海外事学院,1,200005
15矿物加工工程,D434赣南科技学院,2,200007
F1广播电视学,A764伊犁师范大学,10,200022
22烹饪与营养教育,B261吉林工商学院,2,200027
F1国际经济与贸易,A687红河学院,3,200037
02旅游管理,B552四川旅游学院,6,200057
D2审计学,D903成都锦城学院,4,200062
16公共事业管理(卫生事业管理),D980南京医科大学康达学院,2,200111
0S机械设计制造及其自动化,A448德州学院,80,200116
0W食品科学与工程,A812吕梁学院,5,200119
09设施农业科学与工程,A757塔里木大学,3,200128
15泰语,D673四川外国语大学成都学院,1,200132
06会计学,D990南京财经大学红山学院,6,200140
08人力资源管理,D905南京工业大学浦江学院,2,200145
04英语(师范类),D439赣南师范大学科技学院,8,200150
55农林经济管理,A757塔里木大学,10,200151
0N会计学,D578河北工程大学科信学院,3,200158
05旅游管理,C331山东女子学院,62,200167
32高分子材料与工程,B765河南城建学院,4,200207
M0学前教育,D628新疆政法学院,6,200222
0R旅游管理,A667安顺学院,1,200240
10商务经济学,B445黑龙江工业学院,3,200260
14农村区域发展,A693西藏农牧学院,2,200266
0H数学与应用数学(师范类),A664遵义师范学院,3,200297
1T生物技术(中外合作办学),A431齐鲁工业大学,80,200333
59工程造价,B418北京城市学院,1,200336
0J机械设计制造及其自动化,A375黄山学院,6,200339
11采矿工程,D534山西工学院,1,200344
1T计算机类,A670黔南民族师范学院,1,200371
16环境工程,A478周口师范学院,4,200375
46测绘工程,A721宝鸡文理学院,2,200397
17经济与金融,A819呼伦贝尔学院,4,200399
1Q安全工程(中外合作办学)(职业安全与公共健康),B104华北科技学院,10,200429
9R建设工程管理,A850南京工业职业技术大学,1,200435
3A动物科学(中外合作办学)(中美合作),A434山东农业大学,88,200473
G1计算机科学与技术,A687红河学院,2,200493
01建筑学,A908山东工艺美术学院,27,200502
27医学检验技术,B400西安培华学院,2,200522
47化学工程与工艺,A721宝鸡文理学院,3,200527
07电气工程及其自动化,D597山西科技学院,3,200575
23会计学,D262文华学院,2,200579
0B朝鲜语,E277山东青年政治学院,40,200585
4H广告学,A763喀什大学,14,200621
08材料科学与工程,E435营口理工学院,2,200646
26应用化学,A763喀什大学,10,200653
25土木工程,A397武夷学院,2,200680
0G工程造价,E527山西工程技术学院,2,200702
34环境工程,D534山西工学院,4,200710
L3物联网工程,A480许昌学院,10,200716
34网络与新媒体,C309武昌首义学院,2,200721
38轨道交通信号与控制,A381淮南师范学院,3,200749
1C材料科学与工程,B508新余学院,2,200779
23安全工程,A449滨州学院,50,200787
06风景园林,B837桂林旅游学院,2,200801
21电气工程及其自动化,D534山西工学院,4,200802
52艺术史论,E531内蒙古艺术学院,4,200811
0R无机非金属材料工程,A879安徽科技学院,4,200821
07机械电子工程,B807兰州工业学院,3,200849
0X动物科学,B395榆林学院,6,200864
1D机械设计制造及其自动化,B508新余学院,2,200867
2F市场营销,A609百色学院,2,200875
0L电气工程及其自动化,B071新乡学院,4,200883
21车辆工程,B825桂林航天工业学院,3,200889
30物理学(师范类),A819呼伦贝尔学院,3,200893
08世界语,A904枣庄学院,25,200909
0H电气工程及其自动化,D386山东石油化工学院,79,200917
05网络工程,B326信阳农林学院,5,200919
0W土木工程,A664遵义师范学院,2,200928
23光电信息科学与工程,A478周口师范学院,2,200938
04种子科学与工程,A757塔里木大学,8,200947
1Q应用统计学(校企合作，与青岛英谷教育科技公司合作),B067潍坊学院,75,200967
0F中药资源与开发,E439山东农业工程学院,70,200988
30环境工程,B330安阳工学院,2,200992
F3物流管理,A687红河学院,2,201012
33教育学(师范类),D402河北外国语学院,2,201027
62汽车服务工程,A096保定学院,1,201033
0X物流管理,B807兰州工业学院,3,201039
1K设施农业科学与工程,B395榆林学院,3,201094
12广播电视学(校企合作，与山东智媒文化产业有限公司合作),E277山东青年政治学院,160,201108
L5数据科学与大数据技术,A480许昌学院,10,201116
02工程造价(数字化建造方向),B765河南城建学院,4,201133
23电子商务,C689东南大学成贤学院,2,201137
14数据科学与大数据技术(校企合作，与青岛英谷教育科技公司合作),B688山东工商学院,80,201165
33电子商务,A553湖南人文科技学院,4,201167
09汉语言文学,E199内蒙古大学创业学院,2,201174
20会计学,D593石家庄铁道大学四方学院,3,201201
05应用化学,D386山东石油化工学院,90,201205
27信息管理与信息系统,A099唐山师范学院,5,201220
JU城市管理,A758新疆农业大学,18,201224
1Q工程造价,B508新余学院,2,201226
15食品科学与工程,E439山东农业工程学院,90,201230
1X智能制造工程,A454济宁学院,80,201241
13工商管理(校企合作，与山东全通网融科技有限公司合作),C331山东女子学院,45,201243
1K数字媒体技术,B562兰州文理学院,5,201289
18酒店管理,B242太原学院,4,201312
27园艺,A553湖南人文科技学院,4,201323
15城乡规划,E623滇西应用技术大学,2,201354
6X机械设计制造及其自动化(师范类),A204吉林工程技术师范学院,3,201386
02旅游管理,A235大庆师范学院,4,201390
28机械电子工程,A101衡水学院,3,201400
18旅游管理,B838贺州学院,4,201420
1Z工业设计(中外合作办学)(就读地点济南，只提供英语教学、其他语种慎,A424山东科技大学,55,201427
1U通信工程,B508新余学院,1,201431
09护理学,D594河北地质大学华信学院,2,201440
02市场营销,D290浙江工商大学杭州商学院,2,201441
16物业管理(物业智能化管理方向),B071新乡学院,5,201458
53工业设计,D534山西工学院,2,201490
1G生物技术,A609百色学院,2,201492
09经济统计学,D290浙江工商大学杭州商学院,2,201506
1F化妆品技术与工程,E276齐鲁师范学院,75,201529
A7网络与新媒体,A997昌吉学院,10,201562
43计算机科学与技术,A757塔里木大学,18,201570
J4纳米材料与技术,A480许昌学院,8,201606
28英语(师范类),D438江西师范大学科学技术学院,9,201612
22数据科学与大数据技术,B731贵州商学院,4,201614
09秘书学,A819呼伦贝尔学院,4,201628
0H建筑环境与能源应用工程,B517河南工程学院,3,201634
22艺术与科技,A607广西艺术学院,3,201642
04运动人体科学,A457山东体育学院,50,201648
08环境工程,D386山东石油化工学院,100,201690
08中药制药,D899北京中医药大学东方学院,4,201737
29安全工程,B656广东石油化工学院,2,201755
0D信息与计算科学(校企合作，与北京学佳澳公司合作),B510山东交通学院,80,201761
E0新闻学,D561新疆科技学院,6,201814
0J自动化,B807兰州工业学院,3,201822
38纺织工程,A399泉州师范学院,5,201826
26计算机科学与技术,C649湖南科技大学潇湘学院,1,201828
0A地质工程,E527山西工程技术学院,2,201831
08电气工程及其自动化,D654南京理工大学紫金学院,2,201835
21学前教育,D673四川外国语大学成都学院,2,201849
1A电子商务及法律(校企合作，与山东网商科技集团有限公司合作),A454济宁学院,50,201850
21建筑环境与能源应用工程,B527湖南城市学院,2,201883
18电气工程及其自动化,A919平顶山学院,5,201912
BZ建筑学,A757塔里木大学,5,201915
31机械设计制造及其自动化,A721宝鸡文理学院,4,201933
1R国际经济与贸易(校企合作，与山东全通网融科技有限公司合作),A453泰山学院,60,201952
